,California,Florida,Virginia,New York,Texas,Nevada,Arizona,New Jersey,Massachusetts,South Carolina,North Carolina,New Mexico,Utah,Colorado,Tennessee,West Virginia,Hawaii,Illinois,Michigan,Kentucky,Ohio,Montana,Oregon,Connecticut,the District of Columbia,Georgia,Missouri,Wisconsin,Arkansas,Oklahoma,New Hampshire,Minnesota,Pennsylvania,Washington,Kansas,Idaho,Nebraska,Wyoming,Vermont,Alaska,Iowa,Rhode Island,Indiana,Alabama,Maryland,South Dakota,Mississippi,Maine,Delaware,Louisiana,North Dakota
2008-11-01,367620.0,197900.0,257214.0,265603.0,143838.0,224549.0,202305.0,355431.0,337802.0,171164.0,176283.0,190529.0,250200.0,242283.0,148221.0,94001.0,520807.0,214573.0,125371.0,118136.0,128928.0,223772.0,271626.0,294868.0,440014.0,165982.0,141458.0,166921.0,111464.0,108317.0,241525.0,202073.0,176303.0,294588.0,128004.0,196593.0,130072.0,206839.0,235132.0,239251.0,125814.0,274557.0,123156.0,135971.0,318247.0,158222.0,114531.0,208930.0,263950.0,156542.0,
2008-12-01,359813.0,193605.0,255635.0,263980.0,143276.0,218074.0,196297.0,352358.0,335257.0,170156.0,175430.0,189641.0,248053.0,241383.0,147628.0,93903.0,517419.0,211393.0,123535.0,117998.0,128130.0,223634.0,268815.0,292795.0,437645.0,163816.0,140792.0,165766.0,111115.0,108164.0,239771.0,200302.0,175495.0,291465.0,127712.0,194690.0,129471.0,206780.0,234640.0,239116.0,125682.0,270627.0,122680.0,135359.0,315051.0,158418.0,114379.0,207697.0,262225.0,156184.0,
2009-01-01,352629.0,189575.0,253769.0,262498.0,142753.0,211093.0,190930.0,350207.0,333085.0,168946.0,174520.0,189070.0,245283.0,240568.0,147085.0,94171.0,514502.0,208055.0,121189.0,117911.0,127229.0,223549.0,266498.0,290868.0,437344.0,161746.0,140164.0,164072.0,110744.0,107977.0,238946.0,198589.0,174687.0,288787.0,127256.0,192616.0,128974.0,206842.0,234473.0,238886.0,125478.0,266815.0,122315.0,134946.0,311851.0,158723.0,114052.0,206309.0,260911.0,155838.0,167994.0
2009-02-01,348123.0,186099.0,252055.0,261261.0,142610.0,206282.0,188188.0,348370.0,330914.0,167971.0,173951.0,188345.0,242732.0,240206.0,146704.0,94345.0,510062.0,205673.0,118925.0,117895.0,126275.0,223079.0,263787.0,289848.0,437775.0,160025.0,139777.0,163116.0,110284.0,107688.0,237806.0,196976.0,174264.0,285907.0,127094.0,190218.0,128753.0,206713.0,234284.0,239323.0,125209.0,263382.0,122003.0,134408.0,308220.0,158650.0,113720.0,205148.0,259513.0,155787.0,168163.0
2009-03-01,344048.0,182744.0,250372.0,260146.0,142617.0,201022.0,185148.0,346440.0,328642.0,167205.0,173487.0,186859.0,240158.0,239934.0,146294.0,94521.0,506278.0,203170.0,116816.0,117828.0,125501.0,222761.0,261214.0,288195.0,437472.0,158508.0,139476.0,162225.0,109817.0,107509.0,236893.0,194976.0,174096.0,282950.0,127023.0,187804.0,129064.0,206220.0,233976.0,239893.0,125005.0,259969.0,121876.0,133917.0,304527.0,158497.0,113479.0,203909.0,257865.0,155745.0,168156.0
2009-04-01,339957.0,179340.0,248945.0,259215.0,142704.0,195841.0,181854.0,343736.0,326807.0,166450.0,172952.0,185756.0,238385.0,239713.0,145715.0,94339.0,502039.0,201946.0,115143.0,117693.0,125060.0,222227.0,258319.0,286779.0,434318.0,156800.0,139140.0,162257.0,109361.0,107373.0,234914.0,193291.0,173965.0,278925.0,127263.0,185398.0,129313.0,205550.0,233503.0,240141.0,124914.0,257631.0,121703.0,133239.0,300809.0,158019.0,113337.0,202894.0,256387.0,155960.0,167957.0
2009-05-01,335950.0,176093.0,247686.0,258328.0,142734.0,189351.0,178029.0,341048.0,325746.0,165516.0,172194.0,184727.0,236342.0,239371.0,144965.0,94132.0,497698.0,200042.0,113673.0,117464.0,124786.0,221728.0,255864.0,284297.0,430420.0,155060.0,138676.0,161797.0,109041.0,107497.0,233077.0,192062.0,173647.0,275591.0,127401.0,183188.0,129700.0,205041.0,233321.0,239598.0,124865.0,255433.0,121551.0,132632.0,297411.0,157601.0,113120.0,200663.0,254549.0,156019.0,167505.0
2009-06-01,332657.0,173039.0,246463.0,257306.0,142693.0,182859.0,175118.0,338402.0,325087.0,164350.0,171377.0,184968.0,234493.0,238991.0,144245.0,93924.0,492109.0,198758.0,112318.0,117249.0,124516.0,220856.0,253376.0,282100.0,428244.0,153479.0,138036.0,161364.0,108823.0,107676.0,231741.0,191350.0,173241.0,272815.0,127564.0,181351.0,129820.0,204684.0,232916.0,239093.0,124741.0,253737.0,121410.0,131983.0,294870.0,157181.0,112815.0,199024.0,253060.0,156094.0,166999.0
2009-07-01,330430.0,170569.0,245362.0,256269.0,142713.0,176610.0,172670.0,336088.0,324566.0,163384.0,170609.0,184486.0,232791.0,238385.0,143582.0,93682.0,487076.0,197463.0,111227.0,117012.0,124123.0,219866.0,250927.0,279751.0,425358.0,152257.0,137344.0,160733.0,108574.0,107840.0,230726.0,190803.0,172830.0,271062.0,127616.0,179499.0,129961.0,204295.0,232123.0,238579.0,124663.0,251911.0,121106.0,131395.0,292229.0,156677.0,112575.0,197263.0,251813.0,155960.0,166685.0
2009-08-01,328445.0,168202.0,244229.0,255133.0,142501.0,172076.0,170351.0,334138.0,324005.0,162684.0,169692.0,184239.0,231178.0,237871.0,143088.0,93522.0,483656.0,196249.0,110081.0,116808.0,123695.0,218710.0,249056.0,278341.0,423106.0,151221.0,136789.0,160319.0,108235.0,107997.0,229787.0,190310.0,172323.0,269351.0,127632.0,177704.0,130035.0,203657.0,230922.0,238146.0,124545.0,250619.0,120780.0,130759.0,289991.0,156231.0,112225.0,196717.0,251075.0,155653.0,167005.0
2009-09-01,326954.0,166032.0,243162.0,254270.0,142291.0,168563.0,168246.0,332515.0,323708.0,162027.0,168925.0,183223.0,229594.0,237468.0,142670.0,92634.0,478729.0,194297.0,109095.0,116573.0,123327.0,217621.0,247783.0,277007.0,420079.0,150179.0,136259.0,159792.0,107843.0,108110.0,228647.0,189591.0,171878.0,267896.0,127587.0,175732.0,130314.0,202983.0,229925.0,237705.0,124434.0,249892.0,120447.0,130172.0,287402.0,155762.0,111853.0,196027.0,250327.0,155319.0,167500.0
2009-10-01,326437.0,164263.0,242257.0,253623.0,142024.0,166429.0,165952.0,331402.0,323426.0,161409.0,168310.0,183226.0,228159.0,237328.0,142366.0,91769.0,473295.0,192524.0,107892.0,116428.0,123084.0,217008.0,246879.0,275981.0,417045.0,149096.0,135893.0,159264.0,107500.0,108127.0,227725.0,188706.0,171616.0,266992.0,127617.0,174120.0,130722.0,202325.0,229298.0,237268.0,124306.0,249539.0,120171.0,129704.0,285654.0,155424.0,111418.0,195339.0,249687.0,154994.0,167855.0
2009-11-01,328179.0,163251.0,241907.0,253248.0,142156.0,164674.0,165619.0,330684.0,323579.0,160954.0,167940.0,182795.0,227260.0,237463.0,142077.0,90813.0,468815.0,190834.0,106943.0,116330.0,122771.0,216393.0,245980.0,274370.0,416553.0,148130.0,135846.0,158665.0,107367.0,108283.0,227258.0,187853.0,171631.0,266587.0,127649.0,172841.0,131022.0,201596.0,228759.0,237334.0,124220.0,249771.0,120039.0,129327.0,284338.0,155121.0,111103.0,194527.0,248990.0,154942.0,167582.0
2009-12-01,330817.0,162400.0,242023.0,252973.0,142300.0,162729.0,165699.0,330508.0,324383.0,160699.0,167507.0,182425.0,226548.0,237766.0,141882.0,90596.0,468971.0,190281.0,106060.0,116351.0,122489.0,215801.0,245234.0,272970.0,418700.0,147364.0,136008.0,158226.0,107341.0,108408.0,227094.0,187491.0,171763.0,266185.0,127606.0,172251.0,131461.0,201169.0,228376.0,237705.0,124156.0,249889.0,119983.0,129012.0,283575.0,155087.0,110860.0,194161.0,248205.0,154689.0,167356.0
2010-01-01,333000.0,161723.0,242555.0,252750.0,142298.0,161884.0,165722.0,330478.0,325728.0,160575.0,167112.0,182216.0,225687.0,238448.0,141788.0,90556.0,471108.0,189366.0,105560.0,116320.0,122192.0,214892.0,244398.0,271574.0,421182.0,146571.0,136006.0,158177.0,107478.0,108615.0,227181.0,187353.0,172075.0,264801.0,127517.0,171156.0,131953.0,200931.0,228042.0,238540.0,124170.0,251176.0,119917.0,128854.0,283270.0,155243.0,110748.0,193882.0,247778.0,154698.0,167354.0
2010-02-01,333385.0,161094.0,242990.0,252782.0,142269.0,161008.0,164488.0,330569.0,327327.0,160339.0,166658.0,182272.0,224878.0,239121.0,141708.0,90661.0,475696.0,189018.0,104962.0,116291.0,122146.0,214198.0,243760.0,271088.0,421244.0,145927.0,135734.0,158409.0,107563.0,108730.0,226895.0,187547.0,172463.0,263503.0,127327.0,170399.0,132375.0,201016.0,227862.0,238592.0,124250.0,252268.0,119973.0,128724.0,282644.0,155306.0,110706.0,193893.0,247661.0,154712.0,167349.0
2010-03-01,334594.0,160719.0,243436.0,252862.0,142357.0,160246.0,163312.0,330380.0,328429.0,160018.0,166343.0,182623.0,224193.0,239644.0,141739.0,90962.0,477568.0,187760.0,104653.0,116365.0,122084.0,213980.0,243646.0,271287.0,420330.0,145440.0,135707.0,158739.0,107682.0,108948.0,226354.0,188176.0,173013.0,262378.0,127426.0,169194.0,132417.0,201077.0,227991.0,238798.0,124516.0,253486.0,120002.0,128389.0,282336.0,155443.0,110620.0,194471.0,247660.0,154983.0,167087.0
2010-04-01,336094.0,160349.0,243917.0,253339.0,142663.0,158821.0,162974.0,330192.0,329649.0,159843.0,166253.0,182072.0,223926.0,239655.0,141796.0,91263.0,480434.0,188202.0,104563.0,116532.0,122144.0,213894.0,243417.0,272342.0,422156.0,145308.0,135953.0,159026.0,107742.0,109244.0,225655.0,188773.0,173481.0,262751.0,127524.0,168599.0,132903.0,201247.0,228086.0,238944.0,124731.0,253186.0,120216.0,127941.0,282098.0,155576.0,110470.0,195667.0,247315.0,155052.0,166784.0
2010-05-01,337695.0,159791.0,244243.0,253724.0,142903.0,157532.0,162230.0,329771.0,330255.0,159820.0,166228.0,181577.0,223512.0,239147.0,141888.0,91529.0,480662.0,187634.0,104798.0,116694.0,122145.0,214224.0,242569.0,272989.0,426907.0,145125.0,136171.0,159163.0,107822.0,109549.0,225226.0,189243.0,173723.0,263136.0,127733.0,167919.0,133149.0,201561.0,228208.0,239631.0,124866.0,252551.0,120249.0,127441.0,282407.0,155886.0,110260.0,196588.0,247077.0,155231.0,166795.0
2010-06-01,336972.0,158932.0,244037.0,254296.0,142874.0,157154.0,161294.0,329129.0,330802.0,159624.0,166040.0,180352.0,222480.0,238296.0,141812.0,91784.0,483639.0,188266.0,105043.0,116635.0,122093.0,214128.0,241243.0,273435.0,431089.0,144772.0,135947.0,158891.0,107783.0,109613.0,224888.0,188987.0,173656.0,262622.0,127755.0,166357.0,133151.0,201789.0,228196.0,239829.0,124766.0,252166.0,120297.0,126974.0,282133.0,156037.0,110061.0,196113.0,246827.0,155378.0,167084.0
2010-07-01,335248.0,157773.0,243049.0,254530.0,142477.0,156521.0,158821.0,328027.0,330270.0,159125.0,165473.0,179213.0,220767.0,237222.0,141595.0,91957.0,484876.0,186243.0,104851.0,116484.0,121767.0,213919.0,239707.0,272803.0,432556.0,143840.0,135418.0,158326.0,107543.0,109399.0,224869.0,188384.0,173247.0,260705.0,127513.0,164392.0,132237.0,201634.0,228561.0,240001.0,124566.0,252047.0,120152.0,126320.0,281060.0,156100.0,109726.0,194870.0,246360.0,155308.0,167746.0
2010-08-01,332787.0,156365.0,241867.0,254232.0,141845.0,155653.0,157064.0,326405.0,329347.0,158525.0,164766.0,178045.0,218594.0,236074.0,141239.0,92199.0,486298.0,185086.0,104400.0,116288.0,121335.0,213452.0,237917.0,271778.0,432774.0,142636.0,134685.0,157176.0,107287.0,109126.0,224933.0,186987.0,172624.0,258030.0,126967.0,162487.0,131230.0,201301.0,228924.0,240209.0,124286.0,251759.0,119883.0,125637.0,278905.0,156136.0,109314.0,193644.0,245102.0,155098.0,168407.0
2010-09-01,330637.0,154888.0,240755.0,253486.0,141185.0,154155.0,154688.0,324290.0,327270.0,157774.0,164007.0,176984.0,216995.0,234908.0,140794.0,91820.0,486563.0,182891.0,103608.0,116131.0,120775.0,213116.0,235556.0,270233.0,430840.0,141027.0,133838.0,155680.0,106839.0,108800.0,225208.0,185162.0,171748.0,255611.0,126296.0,160531.0,130222.0,200914.0,229030.0,240178.0,123945.0,250436.0,119370.0,125057.0,276564.0,156030.0,108803.0,192881.0,243693.0,154921.0,169247.0
2010-10-01,328292.0,153363.0,239841.0,252320.0,140561.0,152916.0,153196.0,321907.0,325301.0,156995.0,163295.0,175236.0,215447.0,233866.0,140264.0,91329.0,486921.0,181463.0,102816.0,115958.0,120160.0,212649.0,233298.0,267936.0,429168.0,139654.0,132907.0,154229.0,106427.0,108364.0,224768.0,183229.0,170780.0,252946.0,125823.0,158624.0,129390.0,200748.0,229193.0,239859.0,123527.0,248752.0,118828.0,124606.0,274455.0,155976.0,108292.0,191995.0,241699.0,154775.0,169684.0
2010-11-01,326367.0,151832.0,238880.0,251269.0,139923.0,152320.0,151283.0,319725.0,323557.0,156224.0,162551.0,173443.0,213634.0,232911.0,139730.0,90727.0,488925.0,179129.0,101868.0,115572.0,119405.0,211824.0,231299.0,265221.0,426096.0,138146.0,131952.0,152879.0,105880.0,107717.0,223758.0,181584.0,169741.0,250488.0,125408.0,156580.0,128618.0,200377.0,229324.0,239149.0,123140.0,247116.0,118224.0,123995.0,272357.0,155905.0,107920.0,190993.0,239867.0,154516.0,169973.0
2010-12-01,325181.0,150408.0,238203.0,250215.0,139409.0,151540.0,149599.0,317768.0,322936.0,155312.0,161843.0,171912.0,211317.0,231979.0,139140.0,90572.0,489600.0,177081.0,101022.0,115109.0,118577.0,210753.0,229350.0,262762.0,425849.0,136816.0,131058.0,151794.0,105408.0,107254.0,222636.0,179596.0,168816.0,248070.0,124989.0,154792.0,128153.0,200104.0,229594.0,238860.0,122742.0,246235.0,117767.0,123271.0,270259.0,155871.0,107819.0,189782.0,238323.0,153890.0,170061.0
2011-01-01,324215.0,148940.0,237590.0,249591.0,138951.0,149950.0,147633.0,316247.0,322195.0,154288.0,161090.0,171730.0,209309.0,231240.0,138445.0,90436.0,490514.0,175273.0,100087.0,114489.0,117832.0,209546.0,227494.0,261708.0,424437.0,135434.0,130277.0,150756.0,105008.0,106961.0,221809.0,177827.0,168038.0,246106.0,124561.0,153179.0,127983.0,199967.0,229364.0,238526.0,122459.0,245385.0,117324.0,122533.0,268398.0,155786.0,107832.0,189746.0,236978.0,152854.0,170081.0
2011-02-01,323170.0,147586.0,236934.0,249077.0,138484.0,147896.0,145832.0,314698.0,320905.0,153114.0,160410.0,171677.0,207482.0,230537.0,137866.0,90308.0,489918.0,173873.0,99362.0,113936.0,117134.0,208199.0,225471.0,261260.0,424297.0,134393.0,129610.0,149682.0,104734.0,106812.0,221786.0,175910.0,167426.0,244608.0,124238.0,151544.0,127957.0,200028.0,229131.0,238093.0,122128.0,244896.0,116927.0,121947.0,267565.0,155523.0,107773.0,190196.0,235809.0,151856.0,170181.0
2011-03-01,321324.0,146159.0,236125.0,248794.0,138066.0,145771.0,144528.0,313048.0,319072.0,152281.0,159690.0,171738.0,206367.0,229859.0,137310.0,90069.0,489922.0,172903.0,98707.0,113450.0,116633.0,207096.0,223262.0,260197.0,423252.0,133265.0,128824.0,148730.0,104572.0,106542.0,221335.0,174738.0,166972.0,242712.0,123815.0,150433.0,127878.0,200112.0,228782.0,237278.0,121793.0,243787.0,116600.0,121584.0,267334.0,155333.0,107637.0,190855.0,234276.0,151014.0,170498.0
2011-04-01,319549.0,144822.0,235424.0,248258.0,137683.0,143758.0,142779.0,311052.0,317709.0,151451.0,158907.0,170912.0,205152.0,229116.0,136964.0,89917.0,487449.0,171510.0,98109.0,113114.0,116087.0,206533.0,221166.0,258918.0,423356.0,131927.0,128037.0,147739.0,104372.0,106249.0,220833.0,173310.0,166408.0,240656.0,123327.0,148861.0,127394.0,200045.0,228752.0,236336.0,121449.0,242409.0,116311.0,121263.0,266795.0,154994.0,107434.0,190594.0,232722.0,150592.0,170955.0
2011-05-01,316607.0,143470.0,234718.0,247728.0,137389.0,142497.0,141200.0,308830.0,316564.0,150703.0,158173.0,169818.0,204319.0,228056.0,136542.0,89802.0,485165.0,170717.0,97588.0,112833.0,115596.0,206237.0,219472.0,257308.0,423094.0,130269.0,127269.0,146876.0,104070.0,105942.0,219643.0,171944.0,165755.0,237480.0,123052.0,147593.0,127185.0,199696.0,228402.0,235803.0,121137.0,240332.0,116018.0,121024.0,265574.0,154817.0,107334.0,190169.0,230879.0,150259.0,170883.0
2011-06-01,314785.0,142313.0,234080.0,246879.0,137018.0,140811.0,139396.0,306510.0,315877.0,149962.0,157522.0,168545.0,203231.0,227214.0,136197.0,89895.0,482200.0,169416.0,97071.0,112554.0,115126.0,206060.0,218416.0,256433.0,422930.0,128783.0,126674.0,146118.0,103845.0,105722.0,218675.0,170529.0,164902.0,235142.0,122857.0,146744.0,127021.0,198945.0,228204.0,235761.0,120904.0,238835.0,115758.0,120728.0,264220.0,154847.0,107153.0,189938.0,229336.0,150124.0,170285.0
2011-07-01,313105.0,141244.0,233373.0,246154.0,136872.0,139786.0,138412.0,304046.0,315053.0,149450.0,156961.0,167876.0,202525.0,226383.0,135825.0,89925.0,480306.0,168913.0,96759.0,112309.0,114850.0,205629.0,217546.0,254993.0,423316.0,127636.0,126200.0,145331.0,103723.0,105705.0,217317.0,169349.0,164122.0,232926.0,122678.0,146669.0,127105.0,198451.0,227952.0,235886.0,120756.0,237080.0,115648.0,120409.0,262572.0,154926.0,107217.0,189902.0,228259.0,150018.0,169716.0
2011-08-01,311084.0,140473.0,232847.0,245447.0,136746.0,137907.0,137823.0,301994.0,314174.0,148964.0,156352.0,167393.0,202253.0,226005.0,135520.0,90016.0,477907.0,167729.0,96646.0,112103.0,114628.0,205613.0,216671.0,253276.0,422547.0,126933.0,125661.0,144804.0,103710.0,105796.0,216447.0,168525.0,163518.0,231410.0,122360.0,146543.0,127157.0,198327.0,227713.0,235995.0,120672.0,235694.0,115735.0,120091.0,260876.0,155045.0,107138.0,189666.0,227220.0,149937.0,169643.0
2011-09-01,308595.0,139905.0,232153.0,244815.0,136695.0,137078.0,137497.0,300208.0,312638.0,148454.0,155844.0,167084.0,201469.0,225816.0,135214.0,89900.0,475826.0,166715.0,96624.0,111891.0,114352.0,205644.0,215899.0,251182.0,422306.0,126470.0,125246.0,144373.0,103718.0,105962.0,215587.0,167719.0,163113.0,229511.0,122011.0,146312.0,127061.0,198563.0,227427.0,235835.0,120656.0,234089.0,115820.0,119716.0,259016.0,154955.0,107051.0,189192.0,225745.0,149740.0,169751.0
2011-10-01,306061.0,139643.0,231467.0,244159.0,136509.0,136310.0,137506.0,298578.0,310712.0,147927.0,155203.0,166672.0,200716.0,225712.0,134847.0,89810.0,474933.0,164726.0,96555.0,111654.0,113983.0,205861.0,214808.0,249062.0,421184.0,126078.0,124685.0,143890.0,103764.0,105781.0,215229.0,166912.0,162746.0,227738.0,121601.0,146230.0,127111.0,198462.0,227267.0,235770.0,120634.0,232510.0,115809.0,119330.0,257891.0,155001.0,106732.0,188606.0,223990.0,149647.0,170000.0
2011-11-01,305398.0,139521.0,230943.0,243421.0,136225.0,135823.0,137440.0,296721.0,308890.0,147425.0,154593.0,166236.0,199884.0,225741.0,134515.0,89726.0,473167.0,163490.0,96345.0,111584.0,113591.0,205927.0,213515.0,247465.0,420823.0,125676.0,124239.0,143481.0,103757.0,105542.0,214485.0,165981.0,162341.0,226109.0,121297.0,146220.0,127108.0,198554.0,227596.0,235710.0,120688.0,230401.0,115666.0,118811.0,257192.0,155111.0,106561.0,188032.0,222734.0,149476.0,170159.0
2011-12-01,304807.0,139471.0,230808.0,242855.0,135933.0,135244.0,138278.0,294810.0,307708.0,147260.0,154010.0,165809.0,199956.0,225830.0,134211.0,89765.0,473662.0,161659.0,96107.0,111528.0,113239.0,205979.0,212129.0,245905.0,419562.0,124876.0,123690.0,142884.0,103701.0,105272.0,213758.0,165043.0,161950.0,224805.0,121021.0,146239.0,126997.0,198729.0,227803.0,235914.0,120763.0,228618.0,115455.0,118441.0,256575.0,155294.0,106456.0,187411.0,221368.0,149131.0,170284.0
2012-01-01,304593.0,139535.0,230847.0,242342.0,135846.0,135087.0,138822.0,293442.0,306697.0,147283.0,153602.0,165497.0,199937.0,226221.0,134099.0,89761.0,474130.0,160752.0,95922.0,111522.0,112784.0,206180.0,211277.0,244683.0,420036.0,124308.0,123355.0,142498.0,103675.0,105184.0,212872.0,164385.0,161622.0,223938.0,120946.0,146172.0,126582.0,199505.0,227871.0,236733.0,120744.0,227600.0,115163.0,118393.0,255729.0,155454.0,106386.0,186710.0,220432.0,148867.0,170524.0
2012-02-01,304336.0,139641.0,231198.0,241812.0,136097.0,134809.0,139794.0,292571.0,305735.0,147581.0,153341.0,165251.0,200271.0,226757.0,133991.0,89797.0,475346.0,159073.0,95814.0,111547.0,112348.0,206280.0,211050.0,243570.0,419492.0,123784.0,123142.0,141900.0,103723.0,105212.0,212292.0,164119.0,161384.0,222805.0,120956.0,146558.0,126104.0,200167.0,227772.0,237470.0,120730.0,226497.0,115023.0,118418.0,255240.0,155585.0,106295.0,185830.0,219072.0,148669.0,171048.0
2012-03-01,304480.0,139957.0,231620.0,241441.0,136546.0,134478.0,140342.0,292281.0,305515.0,147587.0,153236.0,164965.0,200647.0,227362.0,134028.0,89897.0,477258.0,158869.0,96154.0,111673.0,112096.0,206769.0,211540.0,242779.0,421265.0,123998.0,123236.0,141660.0,103926.0,105290.0,211559.0,164570.0,161286.0,222475.0,121164.0,147347.0,126136.0,200770.0,227570.0,238611.0,120750.0,225641.0,115022.0,118534.0,255337.0,155564.0,106167.0,185230.0,218779.0,148906.0,171860.0
2012-04-01,305188.0,140349.0,231991.0,241337.0,136952.0,134267.0,142240.0,291543.0,305933.0,147616.0,153373.0,164726.0,201624.0,228071.0,134110.0,90023.0,478417.0,158546.0,96573.0,111899.0,112056.0,207197.0,212504.0,242044.0,421044.0,124217.0,123559.0,141538.0,104233.0,105553.0,211178.0,165230.0,161315.0,222466.0,121383.0,148802.0,126517.0,201164.0,227501.0,239356.0,120884.0,224854.0,115259.0,118410.0,255771.0,155567.0,106127.0,185221.0,218205.0,149255.0,172704.0
2012-05-01,306450.0,140824.0,232292.0,241551.0,137379.0,134654.0,144973.0,290805.0,306865.0,147482.0,153384.0,164852.0,203018.0,229153.0,134263.0,90027.0,479923.0,158854.0,97214.0,112033.0,112038.0,207810.0,213696.0,241200.0,422401.0,124595.0,123913.0,141916.0,104651.0,105900.0,211522.0,165935.0,161396.0,223481.0,121576.0,150277.0,127063.0,201818.0,227339.0,240263.0,121085.0,224332.0,115479.0,118409.0,256111.0,155679.0,106133.0,185551.0,218479.0,149659.0,173751.0
2012-06-01,308251.0,141324.0,232425.0,241825.0,137793.0,136052.0,148053.0,289658.0,307313.0,147344.0,153249.0,164920.0,204366.0,230510.0,134328.0,90038.0,477807.0,158761.0,97869.0,112043.0,111982.0,208266.0,214783.0,239806.0,424787.0,124998.0,124080.0,142159.0,104989.0,106192.0,212300.0,166718.0,161347.0,224761.0,121865.0,151613.0,127455.0,202573.0,227362.0,240399.0,121282.0,223865.0,115586.0,118309.0,256300.0,155824.0,106138.0,186261.0,218156.0,149929.0,175232.0
2012-07-01,310310.0,141986.0,232617.0,241999.0,138296.0,137520.0,150876.0,288642.0,307756.0,147085.0,153071.0,165052.0,205378.0,232103.0,134436.0,90101.0,477541.0,158161.0,98713.0,112036.0,111966.0,208857.0,215618.0,238506.0,429668.0,125522.0,124028.0,142486.0,105193.0,106410.0,213407.0,167585.0,161168.0,226232.0,122098.0,153055.0,127855.0,203128.0,227432.0,240429.0,121525.0,223603.0,115599.0,118293.0,256546.0,156091.0,106183.0,186877.0,217686.0,149963.0,176596.0
2012-08-01,312654.0,142785.0,232654.0,242092.0,138657.0,139548.0,153630.0,287534.0,307945.0,146845.0,153073.0,164971.0,206276.0,233280.0,134546.0,90232.0,477141.0,157524.0,99450.0,111967.0,112008.0,209731.0,216691.0,237553.0,434978.0,125863.0,123976.0,142416.0,105363.0,106574.0,213690.0,168542.0,160963.0,227615.0,122238.0,154998.0,128105.0,203353.0,227543.0,240292.0,121669.0,223684.0,115563.0,118258.0,256750.0,156395.0,106131.0,187285.0,216518.0,150053.0,177830.0
2012-09-01,315290.0,143764.0,232923.0,242100.0,138867.0,141370.0,156811.0,286880.0,308077.0,146869.0,153061.0,165319.0,207687.0,234593.0,134748.0,90311.0,480278.0,156736.0,100018.0,112040.0,112055.0,210458.0,217797.0,236901.0,439927.0,125961.0,124075.0,142385.0,105595.0,106596.0,213739.0,169581.0,160773.0,228837.0,122110.0,156819.0,128513.0,203671.0,227523.0,240464.0,121879.0,223681.0,115564.0,118307.0,257071.0,156843.0,105919.0,187264.0,215456.0,150089.0,178829.0
2012-10-01,318845.0,144908.0,233606.0,241977.0,139030.0,143285.0,159589.0,286658.0,308735.0,147011.0,153082.0,165347.0,209477.0,235859.0,134894.0,90369.0,483064.0,156982.0,100636.0,112070.0,112059.0,211293.0,219279.0,236676.0,445407.0,126120.0,124031.0,142061.0,105809.0,106505.0,213770.0,170860.0,160652.0,230280.0,122053.0,158491.0,128632.0,204486.0,227241.0,240711.0,122202.0,223802.0,115639.0,118354.0,257422.0,157279.0,105632.0,187240.0,214276.0,150137.0,180342.0
2012-11-01,322777.0,146102.0,234751.0,241992.0,139394.0,145380.0,162337.0,286878.0,310204.0,147191.0,153109.0,165565.0,211329.0,237354.0,135027.0,90434.0,487579.0,157293.0,101260.0,112140.0,112014.0,212203.0,220196.0,236755.0,451038.0,126689.0,124181.0,141990.0,106034.0,106513.0,213990.0,172231.0,160574.0,232069.0,122168.0,159503.0,129057.0,205382.0,226956.0,241154.0,122570.0,224567.0,115564.0,118515.0,258207.0,157635.0,105462.0,187794.0,213495.0,150021.0,181964.0
2012-12-01,328268.0,147481.0,235754.0,242146.0,139909.0,147648.0,163960.0,287230.0,312370.0,147260.0,153186.0,165186.0,213242.0,238771.0,135189.0,90493.0,490954.0,157552.0,101811.0,112129.0,111991.0,213157.0,221530.0,237465.0,457094.0,127453.0,124337.0,141747.0,106262.0,106701.0,214467.0,173547.0,160616.0,233970.0,122364.0,160919.0,129485.0,206472.0,226962.0,240970.0,122951.0,225316.0,115587.0,118617.0,259125.0,158082.0,105469.0,188410.0,212798.0,149861.0,183724.0
2013-01-01,333872.0,149055.0,236878.0,242407.0,140599.0,150465.0,166130.0,288093.0,313927.0,147337.0,153352.0,164938.0,215117.0,240493.0,135455.0,90553.0,493553.0,158080.0,102418.0,112191.0,112017.0,213862.0,223192.0,238462.0,458213.0,128496.0,124878.0,141839.0,106588.0,107024.0,214528.0,174833.0,160777.0,235575.0,122406.0,162646.0,130549.0,207130.0,227255.0,241433.0,123416.0,225870.0,115546.0,118813.0,260444.0,158655.0,105498.0,188835.0,212915.0,149809.0,185313.0
2013-02-01,340351.0,150791.0,237849.0,242912.0,141338.0,153577.0,167541.0,288819.0,316413.0,147479.0,153585.0,164693.0,217126.0,242461.0,135784.0,90685.0,494981.0,158878.0,103336.0,112325.0,112147.0,214322.0,226036.0,239133.0,457743.0,129589.0,125225.0,141530.0,106867.0,107240.0,215096.0,175909.0,161047.0,237404.0,122303.0,164330.0,131589.0,207813.0,227635.0,241810.0,123944.0,226726.0,115732.0,118966.0,261924.0,159276.0,105508.0,189030.0,213425.0,150010.0,187128.0
